article,title
"protesters burst into the house of commons and disrupted a debate on outlawing fox hunting wednesday , while demonstrators clashed with police in riot gear outside .",british hunting enthusiasts clash with police as lawmakers debate a ban
"sierra leone 's transport and communications minister was arrested with his wife thursday on accusations of diamond smuggling in the war-ruined west african nation , officials said .",sierra leone cabinet minister accused of diamond smuggling
ma <unk> sat down with a sigh and apologized for his <unk> clothes .,china 's crematories strain to keep up with demand
"india and britain will sign a joint declaration outlining future strategy to combat key global challenges like terrorism after substantive talks between prime minister manmohan singh and his british counterpart tony blair in london on monday , the press trust of india -lrb- pti -rrb- reported saturday .",india britain to sign joint declaration outlining future strategy
"rivals hamas and fatah called off top-level talks on forming a palestinian coalition government that might ease crippling international sanctions , the latest difficulty in bridging formidable ideological differences .",hamas fatah call off talks on unity government aimed at ending punishing sanctions
"a delegation from the international monetary fund -lrb- imf -rrb- is visiting syria to draw up a report on the state of the economy , officials said tuesday .",imf delegation visits syria
news flash : u.s. track coach erv hunt has made a change in his ever controversial #x###-meter relay team .,u.s. coach wo n't bite on lewis campaign to make relay team
"a ##-year-old boy who had been picked on and had talked about shooting classmates allegedly opened fire in a high school bathroom monday , killing two people and wounding ## in the nation 's deadliest school attack since columbine .",california school shooting kills #
"foreign firms and foreign-funded joint ventures in vietnam paid #,### billion vietnamese dong -lrb- ###.# million u.s. dollars -rrb- in taxes in the first six months this year , a ##.#-percent increase over the year 's planned target .",foreign investment boosts vietnam 's revenue
egyptian president hosni mubarak and visiting libyan leader muammar gaddafi held talks on the second consecutive day here today .,mubarak gaddafi hold talks on second consecutive day
"in plano , texas , two members of a baptist mega-church bought out a ##-screen multiplex so #,### people could watch the premiere of mel gibson 's `` the passion of the christ '' next month .",evangelical fever burns for gibson 's passion
"u.s. secretary of state hillary rodham clinton called canadian foreign minister lawrence cannon on friday and talked about the fate of the last western detainee at guantanamo bay , a canadian government source said .",us and canada discuss fate of gitmo detainee
"danny almonte was a kid who pitched a perfect game , but he played ball with a pair of imperfect adults .",almonte ruling wipes out more than a perfect game
"a strong undersea earthquake made buildings in indonesia 's capital sway friday , but there were no immediate reports of damage or injuries .",strong earthquake rocks western indonesia
the central bank of thailand said wednesday it had delayed until next year plans to issue new requirements for commercial banks to restrict flows of foreign funds into the country .,thai central bank postpones restrictions on foreign loans
"orlando , florida , jan. ## -lrb- bloomberg -rrb- -- leisure and recreational product manufacturers , for the most part , have n't caught a ride on the stock market rally 's wave the past year .",leisure industry companies mired in sales slump look ahead
"after a two-week holiday , president bush returns sunday to washington , vowing to address a new security challenge in north korea through diplomacy , even as he threatens iraq with military strikes .",back in washington bush to press diplomatic effort on north
"the emergence of the internet as a major fund-raising tool is arguably the single largest change to the campaign finance system to come from this year 's presidential race , allowing thousands of contributors to react instantly to campaign events as they happen .",kerry kept money coming with the internet as his atm
"kansas might have its eye on a second consecutive trip to the final four , but the jayhawks almost were upset by the aggies , before prevailing , ##-## .",kansas survives first round scare
"iraqi deputy prime minister tariq aziz returned to baghdad sunday from a two-week european tour which took him to france , italy , vatican and belgium .",iraqi deputy pm returns home from european tour
"treating genital herpes can also help keep the aids virus under control in women with both infections , and might reduce the spread of hiv as well , the first major study to test this strategy suggests .",herpes drug helps control aids virus and may prevent spread study says
"strong growth and few homegrown corporate scandals would help shield australia from instability on global markets , its senior finance minister said wednesday .",australia says it is well placed to weather volatility on global markets
"specialty drug and medical device maker baxter international said wednesday it is aiming for annual earnings-per-share growth of ## to ## percent over the next five years , with sales rising # to # percent each year .",baxter gives #-year eps and sales growth goal
"canada 's major high-tech firm nortel networks corp. will try to raise # billion canadian dollars -lrb- about ### million u.s. dollars -rrb- through a private offering of convertible bonds , local media reported thursday .",nortel moves to raise cash
"the supreme court of canada on thursday turned down fugitive thai banker rakesh saxena 's request to hear his case , ending one of the longest extradition fights in canadian history .",fugitive banker can be extradited to thailand
"a battle to acquire endesa sa , spain 's largest producer of electricity , took a new turn as spanish infrastructure and energy company acciona said monday it had bought a ## percent stake in the company .",spanish energy company acciona makes bid for ## per cent of endesa
the bush administration sought on sunday to allay concerns that a shiite religious state could emerge in iraq as a result of last weekend 's elections .,u.s. officials say a <unk> iraq is unlikely
"after playing several stand-up guys , including fbi agent dale cooper on the '##s tv drama `` twin peaks , '' kyle maclachlan is happy to take a walk on the wild side .",kyle <unk> ready for villain role
libyan leader moammar gadhafi is to deliver speeches to italian lawmakers and to students at a rome university as his first visit to italy continues .,gadhafi to speak to italian students lawmakers
"botswana 's parliament has been dissolved by president festus mogae , which was a routine step ahead of general elections , according to reports available here on friday .",botswanian parliament dissolved ahead of elections
"gold in hong kong closed at u.s. dlrs ###.## an ounce on saturday , down ## u.s. cents from friday 's close of u.s. dlrs ###.## .",gold in hong kong closes lower
"ross perot once predicted that millions of volunteers would give `` their own time and their own energy '' to create his new reform party , but in arizona , he 's paying people to do the job .",perot paying arizona campaign volunteers
early versions of the senate 's far-reaching health care bill said that small businesses with fewer than ## workers would not be penalized if they failed to provide insurance .,in health bill for everyone provisions for a few
"oil giant bp faced a new furor thursday as it confirmed that it had lobbied the british government to conclude a prisoner-transfer agreement that the libyan government wanted to secure the release of the only person convicted for the #### lockerbie airliner bombing over scotland , which killed ### people , most of them americans .",bp faces new scrutiny in lockerbie case
"visiting chinese politicians canceled a visit to a northern swedish town after learning they would be questioned about china 's treatment of orphan girls , swedish media reported saturday .",chinese delegation facing criticism cancels trip
a four-month standoff over labels touting the health value of sipping wine shows little sign of ending any time soon .,labels still ca n't suggest wine 's health benefits
"north korean leader kim jong-il has congratulated china on its first manned space flight , pyongyang 's official korean central news agency -lrb- kcna -rrb- said .",north korea leader congratulates china on manned space flight
"greek americans helped president george w. bush raise $ #.# million wednesday night at a re-election fund-raiser in the nation 's capital , where he began his drive for $ ### million nine months ago .",bush raises $ #.# million at fund-raiser
"the united states and india will hold large joint war games in october , the web site of the defense news reported thursday .",u.s. india to hold joint war games in october
"sen. hillary rodham clinton kicked off her bid for a second senate term wednesday , telling supporters to get ready for a democratic sweep in november .",sen. clinton kicks off re-election bid at state convention
"seventeen people were put to death in iraq during march , the opposition iraqi communist party -lrb- icp -rrb- said monday , noting that the executions followed a visit by a un human rights official .",iraq executed ## people in march communists say
california governor arnold schwarzenegger and first lady laura bush will take center stage tuesday on the first full day of the republican national convention aimed at securing vital public support for president george w. bush .,schwarzenegger and laura bush take center stage at republican convention
secretary-general cesar gaviria of the organization of american states -lrb- oas -rrb- said on friday that his organization is ready to help defuse the crisis in venezuela .,oas ready to help defuse crisis in venezuela
"despite criticism from environmentalists and animal rights activists , guadalupe county officials stand by their policy of paying a $ ## bounty for dead coyotes , a policy that has resulted in the deaths of more than #,### coyotes since it was adopted in april #### .",county refuses to stop <unk> program
"the deteriorating security situation in iraq will most likely keep the european parliament from sending observers to monitor that country 's election , officials said thursday .",european parliament will most likely not send election observers to iraq
"share prices here rose early on wednesday , boosted by a sharp futures rally , but activity was fairly limited before publication of a bank of england quarterly bulletin and inflation report , dealers said .",london shares rise in thin trading before inflation report
"jordanian , israeli and palestinian environmentalists said tuesday they would push for more cooperation to overcome their countries ' differences in trying to resolve the region 's controversial water problem .",as <unk> meet in jordan mideast environmentalists pledge to work together
"friends , relations and political associates of chief moshood abiola gathered at his residence here thursday fasting and praying for his early release from detention on treason charges .",abiola 's followers fast pray for his release from detention
"a large majority of british people questioned around the time of the #### london bombings said that tapping phones , opening mail and tracking suspects are prices worth paying in the fight against terrorism , according to a major survey released wednesday .",british study taken in #### found people more willing to trade liberties for security
taliban militants who have been holding ## south koreans for more than a month renewed a threat wednesday to kill them if their demands are not met .,taliban renews death threats against hostages
"these business stories for release wednesday , may ## , #### , are moving today to clients of the new york times news service .",cox news service business budget
representatives from the world 's major professional tennis associations will meet in london on friday to discuss the formation of an `` integrity unit '' designed to keep the sport free of match-fixing .,major tennis organizations to meet friday to discuss match-fixing
"broadening a crackdown , yasser arafat decided tuesday to disarm muslim militias while police stormed a gaza city home and arrested suspected islamic militants after a gun battle left one man wounded .",military tribunal gives life term to suspected islamic militant
"italy 's antitrust authority began investigating a recent joint venture between italian soccer powerhouses ac milan and juventus , questioning the managing director of the turin club on wednesday .",italian authority questions ac <unk> venture
"lightning killed ## people from march # through may # , down by half compared to the same period last year , local media reported on wednesday , citing a government official .",lightning deaths halved in cambodia compared to last year
asmara on wednesday accused khartoum of having arrested `` seven innocent eritrean civilians '' the previous night and said the move demonstrated sudan 's continuing hostility towards eritrea .,asmara accuses sudan of <unk> detaining seven eritreans
"a record-high #,### chinese muslims made the pilgrimage to mecca this year , state media reported thursday .","china says it sent record-high #,### muslim pilgrims to mecca this year"
"when christmas comes to the crazy horse school on the pine ridge indian reservation in south dakota , santa will deliver handmade wooden toy bulldozers and biplanes .",doing the work of santa 's elves
credit suisse said on wednesday that it expects to shed ### jobs by the end of #### under a re-organisation of its private banking business in switzerland .,credit suisse to cut ### posts from private banking in switzerland
"chinese shares closed up #.## percent on wednesday as weakness in banks and other large caps almost eroded early gains fuelled by hopes of fresh interest rate cuts from beijing , dealers said .",chinese shares close up #.## pct
equities continued their downward march pushing the sensex further down by over ## points in lackluster activity on the bombay stock exchange -lrb- bse -rrb- friday on sustained selling pressure from speculators as also in the absence of any support from institutional investors .,sensex continues to decline on bombay stock exchange
"the demilitarized zone between ecuador and peru agreed upon by the two countries will become effective as of ##:## a. m , august # .",<unk> border to be demilitarized
"two months before north korea tested its first nuclear weapon , president bush was asked about a treasury department investigation of north korean counterfeiting of $ ### bills , which had ruptured talks on ending pyongyang 's nuclear programs .",u.s. relents in n. korea currency dispute
"if the idea was to get attention , the individuals who sent anthrax into the mailrooms of two american media companies could hardly have done better .",new tactic of terrorists is to attack the media
"the dollar eased against major currencies friday on continued market speculation that the us federal reserve will cut interest rates next week after recent us economic data , dealers said .",dollar eases on continued fed rate cut speculation
"no one can accuse ecuador , which will elect its eighth president in ## years on sunday , of dull politics .",ecuador 's path and alliances at stake in runoff election
"on the hot , gritty streets of jakarta , city residents reacted skeptically thursday to the earthshaking changes in their country 's leadership .",people in the street skeptical despite changes at the top with bc-indonesia
"as a roman catholic cardinal , the new pope benedict xvi warned american voters against departing from church teaching at the ballot box , drew criticism from victims of clerical sex abuse and opposed married or women priests .",as cardinal ratzinger the new pope has confronted americans on politics sex abuse
"unlike the rose bowl , usc did not falter down the stretch in recruiting on wednesday and finished with the nation 's no. #-ranked recruiting class , according to several services .",trojans have another big-time recruiting class
"the nasdaq composite index flirted with its lowest close of the year wednesday , saved only by afternoon bargain hunting in a market that again sank on fears of poor corporate earnings .",dow ends off ### ; nasdaq falls ##
"president ma ying-jeou 's approval ratings remain low , but he made clear during a video conference with faculty and students at his alma mater harvard university tuesday that he will continue to push reforms , `` regardless of the opinion polls or even the chances of a second term .",talk of the day ma reaffirms reform in harvard video conference
"for years , mexican governments have seen petroleos mexicanos s.a. as a cash cow , taxing the state-owned oil monopoly so <unk> , and at times plundering it so voraciously , that little of its revenue was left to drill new oil wells or maintain the old ones .",mexican oil monopoly pumps faster these days
israeli police warned the public on tuesday to beware of letter bombs during the christmas season .,israeli police warn of letter bombs during christmas
the cabinet-level council of agriculture -lrb- coa -rrb- denied on thursday that it is organizing a mission to papua new guinea to promote agricultural and fishery cooperation between the two countries .,coa denies organizing agricultural mission to png
"swatch group ag said friday it made a net profit last year of more than a billion swiss francs for the first time , but disappointed investors who had been expecting even better results .",watchmaker swatch posts ## percent rise in full-year net profit stock slips
president george w. bush left the white house friday for a weekend at the camp david presidential retreat ## miles -lrb- ### km -rrb- north of washington .,bush leaves for weekend at camp david retreat
"roberts , a lawyer who remained an active arbitrator , died wednesday at his coastal home of complications related to old age , said his son , gary m. roberts .",labor and baseball arbitrator roberts dies at ##
"the pentagon is giving northrop grumman and boeing revised terms wednesday for a ##-billion dollar contract to produce a new generation of aerial refueling tankers , a pentagon spokesman said .",pentagon presents companies with terms for tanker rebid
"general motors corp. , the world 's biggest automaker , said on wednesday that its loss for the third quarter narrowed to ### million u.s. dollars , or ## cents per share .",gm 's loss narrows to ### million dollars in third quarter
"an earthquake with an initial magnitude of #.# rattled northwestern pakistan and neighboring afghanistan on friday , seismologists said .",#.#-magnitude quake rattles northwestern pakistan afghanistan
american airlines said wednesday the world 's biggest carrier was still in danger despite a staff vote to ratify its survival plan and avert immediate bankruptcy .,american airlines thanks staff says risks linger
"the philippine embassy in seoul , south korea , has warned against illegal matchmaking agencies after learning that some filipina women married south korean men through illegal match-making agencies , the department of foreign affairs -lrb- dfa -rrb- said in a statement posted on its website sunday .",philippines warns against illegal <unk> luring filipinas to south korea
fifa president sepp blatter says that the world football body is establishing a new award named after hungarian legend ferenc puskas which will be given to the player who scores `` the most beautiful goal '' of the year .,fifa to give out award in honor of puskas
only ## years ago the very idea of a divorcee in the royal family rocked the british monarchy .,a divorcee to join the ##st century british monarchy
"british engineering industry has received more export orders in the past three months in spite of a rise in the value of the pound , according to a survey by the engineering employers ' federation .",british engineers receive more export orders
"seaworld plans to resume killer whale shows at its facilities saturday , just days after an orca it described as `` an important part of our team '' killed a trainer in front of horrified onlookers .",florida whale shows to resume after deadly attack
"china faces great challenges in the prevention and treatment of osteoporosis among its senior citizens , said a noted chinese expert at the #### international osteoporosis conference which opened here thursday .",china faces great challenge in osteoporosis prevention treatment
"manzhouli , china 's largest land port on the china-russia border , is experiencing a tide of russian visitors eager to purchase gifts for the upcoming christmas season .",russians flood into chinese port in search of christmas gifts
"a bus loaded with passengers and gallons of gasoline overturned and exploded in the southern philippines island of basilan on christmas day , killing ## people and injuring ## others , police said thursday .",## dead as petrol loaded bus explodes in philippines
"one week after agreeing to deal the organization 's top prospect for the all-star shortstop barry larkin , the mets friday traded for another all-star shortstop , a right-handed set-up reliever and a power-hitting outfielder _ without giving up any of their best minor leaguers .",mets acquire bordick as the trading frenzy begins
"palestinian militants attacked a major city in southern israel with rocket fire on friday , a serious escalation of widening violence that has all but buried a five-month-old truce .",gaza truce unravels amid rockets airstrike
"hong kong unemployment rate declined from #.# percent in april to june period to #.# percent in may to july period , said the census and statistics department of hong kong on thursday .",hk unemployment rate drops #.# percent
"germany 's beiersdorf , producer of a range of products including tesa adhesive and nivea , is to propose an increased dividend of ## marks for #### over ##.## in #### , the firm said wednesday , announcing higher sales in the first quarter of this year .",beiersdorf raises dividend as first quarter sales move ahead
"the death toll of turkish security forces rose to four in an armed clash with militants of the outlawed kurdish workers ' party -lrb- pkk -rrb- in eastern turkey , the semi - official anatolia news agency reported on monday .",death toll of turkish soldiers rises in clash with kurdish rebels
"packed into creaky <unk> of wood and plastic sheeting on a leaky levee , thousands of refugees await the slow retreat of a murky lake , their homes and fields sacrificed in china 's summerlong battle against disastrous flooding .",for some china 's floods are a government plan not natural
"new zealand rugby star jonah lomu and his south african bride , tanya rutter , are planning a second wedding ceremony to which everyone , including their parents , will be invited .",jonah lomu and wife planning second wedding
brazilian president luiz inacio lula da silva wednesday slammed developed countries ' agricultural subsidies and urged the world to refocus on finding a more socially just approach to reducing poverty .,brazil 's lula slams developed states agricultural subsidies
"ports of entry are playing an increasingly important role in foreign trade growth in the pudong new area , china 's largest economic development zone .",ports of entry boost foreign trade in pudong
the swedish government has donated # million us dollars to world food program -lrb- wfp -rrb- relief and recovery operations in northern uganda .,sweden provides # million dollars for relief in uganda
a judge ordered a retrial wednesday after jurors delivered a split verdict in the murder conspiracy trial of a muslim leader who led a failed coup in #### .,trinidad judge orders retrial in muslim leader 's murder conspiracy trial
"south africa 's powerful cosatu labor federation , a key player in the struggle that brought down apartheid , fetes its ##th birthday saturday , wielding formidable clout in an uneasy alliance with president jacob zuma 's government .",s. africa 's powerful labor federation fetes ##th birthday
a lot of attention has been devoted to the disciplined defensive approach that the new york rangers have embraced during the stanley cup playoffs .,rangers have taken a page from the devils book
"gunmen sprayed the omani embassy here on friday night , killing an iraqi guard and a sudanese worker and injuring four others , officials said .",gunmen slay # at omani embassy in baghdad
"lisa rahman , a ##-year-old garment worker from bangladesh , is touring the united states for two seemingly contradictory reasons , to publicize working conditions at her factory and to urge the walt disney co. to continue making shirts there .",worker says disney should improve conditions at factories in
china commended personnel and groups that have made great contributions to family planning at a ceremony held at the great hall of the people wednesday .,personnel units commended for family planning
"the lebanese basketball federation high committee decided to postpone the men championship matches from the ##th of december until the end of january , local terranet news website reported on monday .",lebanese basketball federation postpones championship
"hong kong stocks opened at ##,###.## points this morning , up ##.## points , or #.# percent from the <unk> closing on christmas eve .",hong kong shares open high
"with ##,### massive oil tankers transiting the crossroads of europe and asia every year , turkey is putting in place a sophisticated hi-tech traffic system aimed at preventing devastating oil spills .",turkey 's sea lanes get hi-tech help to avert oil disasters
"oman 's foreign minister arrived friday , reportedly seeking to heal a political rift between qatar and its oil-rich neighbors that is threatening their efforts to cooperate more closely .",oman reportedly trying to heal qatar 's rift with neighbors
"anhui province in east china has mobilized a total of over ###,### people to join flood prevention efforts , according to local sources .",anhui strengthens flood prevention work
one of new zealand 's biggest maori tribal confederations monday moved a significant step closer to settling a ###-year-old land dispute with the government .,new zealand on verge of big maori land settlement
inter milan launches the defense of its champions league title on tuesday against an fc twente team making its debut in the continent 's top club competition .,inter faces twente in champions league
north and south korea differed tuesday over creating a joint fishing area around their disputed sea border as they opened the first talks between the countries ' defense ministers in seven years .,# koreas at odds over sea border in first defense ministers talks since ####
center rickard wallin 's line combined for six points as sweden beat the czech republic #-# on saturday to set up a deciding game against nordic archrival finland in the lg hockey games .,sweden beats czechs #-# russia edges finland #-#
"hurricane georges left hundreds of puerto ricans homeless , their possessions swept away by raging waters or wind .",in wake of hurricane life for some puerto ricans is misery with caribbean-hurricane
"seven policemen died and ## others were seriously injured at the weekend in nigeria when the vehicle in which they were traveling collided with a lorry , a police spokesman said monday .",seven nigeria policemen die in road crash
"hollywood actress jane fonda and fiery british politician george galloway will join forces on a tour criticizing the us military presence in iraq , the washington times newspaper reported monday .",jane fonda to join britain 's galloway on anti-bush tour
"steel , marble and granite are high on the list of materials needed to build homes in well-to-do suburbs on the outskirts of india 's sprawling capital -- but so are plastic sheets , cardboard and reeds .",a suburban nightmare grows on ruins of india 's housing shortage
"the first group of red-shirted protestors riding motorcycles arrived at the ##th infantry regiment at ##:## a.m. local time , as more red-shirts are expected to follow them and rally at the military camp where the peace - keeping operation command is located and the prime minister is temporarily dwelled during a massive rally starting from friday .",thai red-shirts protestors arrive at ##th infantry regiment
the federal loan board created in #### to help assure the survival of the floundering airline industry may ultimately face the opposite task and be forced to decide whether to pull the plug on us airways .,new scrutiny for airline bailout plan # years after sept. ##
kobe bryant just had the kind of shooting performance that probably ca n't be duplicated and certainly could not have been predicted .,bryant 's performance could mean big things to come
buying artisan bread once meant a trip to a specialty bakery .,hot fresh and fragrant artisan breads from groceries are the latest slice of a growing market
hungarian foreign minister janos martonyi said on monday in austria that hungary wants to conduct negotiations on the controversial issue of dual citizenship `` with our slovak friends directly .,hungarian fm wants direct negotiation with slovakia on dual citizenship issue
a kuwait army officer and a conscript were killed when their vehicle overturned during military exercises .,kuwait army officer and conscript killed in accident
the dollar gained against the japanese yen tuesday as traders looked for the major industrial nations to try to boost the u.s. currency .,dollar stocks rise in tokyo
"germany 's left party aims to demonstrate that it 's here to stay in sunday 's election , in which it is looking for voters frustrated by the economic crisis and hostile to the country 's military presence in afghanistan .",german left party hunts disenchanted voters
"world markets were mixed thursday , as asian shares posted moderate gains after an industry report showing rising demand for chips buoyed technology companies , while europe stayed in the doldrums .",asian shares advance europe extends losses
"the son and daughter of parmalat founder calisto tanzi were arrested tuesday , news reports said , as the investigation into alleged fraud at the italian food giant deepened .",parmalat founder 's son and daughter arrested reports say
"the united states ordered #,### army troops and two patriot anti-missile batteries to kuwait on saturday as iraqi forces massed near the kuwaiti border .",u.s. orders troops and anti-missile batteries to kuwait
planet hollywood announced monday the immediate closing of nine of its ## u.s. locations as the struggling restaurant chain heads to a bankruptcy court filing .,planet hollywood to close nine
"cambodian government on tuesday deported ## vietnamese fishermen , accused illegally entering cambodian waters through sihanoukville , back to vietnam .",cambodia deports ## vietnamese fishermen
"a look at cuba 's new governing council of state , elected by parliament sunday .",who s who on cuba s newly elected governing council of state
greece 's largest trade union called a national strike thursday for february ## over a planned hike in the retirement age that is part of a government austerity package .,main greek union calls general strike for feb ##
"macau 's casinos reaped a bumper #.# billion us dollars in gaming receipts for the first six months of the year , government figures showed tuesday , setting the tiny southern chinese territory on course for a year of record gambling turnover .",macau gaming receipts top #.# billion dollars in #### first half
<unk> peep of the netherlands won the ### kilometer road race in the perlis state cycling open championship friday .,dutchman wins road cycling race in malaysia
iran on friday termed the political developments in indonesia and the election of the new president abdurrahman wahid as `` positive .,iran welcomes election of new indonesian president
president george w. bush and other leading republicans are backing house speaker dennis hastert after he announced he would not resign over his handling of a cybersex scandal in congress .,bush backs house speaker over his handling of congressional cybersex scandal
"for ## minutes , alabama showed why just two weeks ago it was considered a virtual lock for the ncaa tournament .",alabama ## seton hall ##
"us president george w. bush telephoned kenyan president daniel arap moi monday to offer condolences over last week 's terrorist attacks in mombasa before the two leaders meet here this week , the white house said .",bush offers moi condolences over hotel attack
"a top baghdad university official was shot to death in front of his daughter in a predominantly sunni neighborhood in the capital , police said .",top baghdad university official shot to death in front of his daughter police say
cyprus has stepped up its efforts to fight against drug abuse as the problem has posed a real danger to the island .,cyprus steps up anti-drug efforts
"chinese leading newspaper , the people 's daily , in its monday editorial hails the opening of the first session of the ##th national committee of the chinese people 's political consultative conference due to open on march # , describing it as an `` important event '' when the people of the whole country are striving to build a well-off society , a goal set by the ##th national congress of the communist party of china -lrb- cpc -rrb- .",people 's daily hails opening of new cppcc session
"prime minister mahathir mohamad devoted his eid al-fitr message thursday to a scathing attack on malaysia 's islamic militants , describing them as traitors to the religion and telling them to take their fight elsewhere .",go fight somewhere else mahathir tells malaysia 's islamic militants
"the khmer rouge 's ##-year-old former head of state , who is awaiting trial on war crimes charges , has suffered an apparent stroke and can barely speak , his lawyer said wednesday .",ex-khmer rouge official ailing at cambodian hospital
"to ensure that safe and <unk> drugs are available , the world health organization -lrb- who -rrb- supports member countries to strengthen the capacity of drug regulatory authorities to effectively control drug manufacture , distribution and sales , a who official said here on sunday .",who supports nigeria to fight drug counterfeiting
general motors said thursday it was offering voluntary buyouts or early retirement packages to all its hourly production workers as part of the troubled automaker 's overhaul .,"gm offers buyouts to all ##,### hourly workers"
"auction house sotheby 's holdings inc. and retailer amazon.com inc. plan to shut down in the next ## days their jointly operated web site , <unk> , which sells paintings , antiques and other collectibles .",amazon sotheby 's to shut web site
rodney dangerfield will not perform at the mgm grand garden arena next month as planned .,rodney dangerfield will miss july performance in las vegas
"rain reduced a ##-square-mile -lrb- ## square kilometers -rrb- wildfire near a bombing range to mostly smoldering brush thursday , but fire officials warned that the flames could rekindle if the wind picks up .",rain helps new jersey firefighters douse blaze ; flames may have started from military flare
"a nigerian soldier seriously wounded an airport security officer when he opened fire during a brawl in the airport 's departures hall , nigerian press reports said saturday .",soldier opens fire in departure hall of airport
iran 's spiritual leader has called on the judiciary to fight corruption within its ranks .,iranian leader calls for fighting corruption in judiciary
"the younger of dubai 's two stock markets said wednesday it will begin offering futures , stay open six days a week instead of five , and let companies list shares in the local currency .",dubai stock market looks to expand offerings
"france will implement the reforms of the european union 's common agricultural policy -lrb- cap -rrb- in #### , agriculture minister herve gaymard told his cabinet colleagues on wednesday .",french agriculture minister says farm reforms to be implemented in ####
president vladimir putin on thursday called for a moratorium on moscow 's participation in a key soviet-era arms control treaty until the united states and other nato members ratify the agreement .,putin calls for moratorium on russian participation in soviet-era arms control treaty
"general dynamics , a major us defense contractor , said wednesday that it had profits of ## million dollars for the third quarter of this year , up from ## million for the same period last year .",general dynamics profits up to ## million dollars
"tuning up for a critical showdown semifinal matchup against pre-tournament favorite china , the u.s. women 's basketball team blew russia away in the second half in goodwill games play thursday .",u.s. women basketball team beats russia awaits china
vfb stuttgart have confirmed that their german international goalkeeper timo hildebrand will leave at the end of the season after refusing to sign a new contract at the gottlieb-daimler stadium .,hildebrand exit leaves door open for lehmann
"the international olympic committee says up to ## countries have expressed interest in hosting future youth olympics , including the united states and others from africa and latin america .",ioc says many countries interested in youth games
the zimbabwe republic police said here thursday that at least seven people have been arrested for smuggling goods and cash at the <unk> border post .,zimbabwean police arrest seven people for smuggling goods
the upjohn co and swedish competitor pharmacia ab announced sunday plans to merge the two firms to make the world 's ninth-largest pharmaceutical company in a deal valued at ## billion dollars .,us swedish firms merge to forge pharmaceutical giant
shares in stmicroelectronics slipped on thursday after the french-italian semiconductor manufacturer issued a warning about its fourth-quarter sales and margins outlook .,stmicro shares slip after outlook warning
egypt 's government bowed to public outrage on wednesday and backed off a new law criticized as a threat to freedom of the press .,government backs off from law restricting freedom of press
"american aviation officials were warned as early as #### that al-qaida could `` seek to hijack a commercial jet and slam it into a u.s. landmark , '' according to previously secret portions of a report prepared last year by the sept. ## commission .",faa warned about al-qaida hijacking threat in ####
"a gunman killed a civilian and wounded four police officers , one critically , in an attack on the officers in the north caucasus republic of dagestan , the government said friday .",civilian killed four police officers injured in russia cafe attack
hawaiian-born yokozuna -lrb- grand champion -rrb- musashimaru suffered his first loss on the fourth day of the ##-day autumn grand sumo tournament at the hands of no. # maegashira -lrb- senior wrestler -rrb- kotomitsuki .,musashimaru upset at autumn grand sumo tournament
at least two people were reported killed in beirut on sunday as gunmen opened fire on the army during protests over chronic power cuts in the mainly-shiite southern suburbs of the lebanese capital .,two reported killed in beirut protests over power cuts
"prenuptial agreements are not binding in britain , a court has ruled , but agreements made after the wedding can be enforced .",uk court rejects enforcement of prenuptial pacts
"the main defendant in america 's first prosecution under a #### federal anti-spam law pleaded guilty tuesday to three felony charges , federal prosecutors said .",suspect in federal spam case pleads guilty
saudi stocks surged for the second day sunday after the appointment of a new chief for the capital market authority -lrb- cma -rrb- as a top gulf analyst called for more confidence-boosting measures .,saudi stocks continue comeback
"striker victor bonilla , who scored ## goals this season for league champions deportivo cali in his native colombia , has agreed in principle to sign with real sociedad , the latter said thursday .",bonilla agrees to sign with real sociedad
"miriam oremans served ## aces to overpower mary joe fernandez #-# , #-# and give the netherlands a surprise #-# lead over the united states in this fed cup group i tie .",oremans upsets fernandez to give dutch flying start
"ever since chinese president jiang zemin singled him out for a highly public handshake last january , shipping magnate tung chee-hwa has been seen as marked for greater things .",a handshake turns out to be prophetic with bc-hong <unk> leader
the new modern chinese literature archives was officially opened here today and president jiang zemin inscribed the name of the archives .,modern chinese literature archives opens at new site
"microsoft corp. says it will meet most demands by european union regulators on making software blueprints available to competitors , including lowering licensing fees , but is seeking further talks on some issues .",microsoft offers concessions in antitrust compliance
"a leading pakistani newspaper published an interview with osama bin laden on saturday in which he said , `` we have chemical and nuclear weapons as a deterrent and if america used them against us , we reserve the right to use them .",bin laden asserts he has nuclear arms
"bode miller turned everything around in the vancouver olympics -- his image , his temperament , his place in ski history and his attitude toward the sport that has been his blessing and his curse .",miller turns it around with golden results
"denmark is considering boosting its contingent in afghanistan by ### troops to ### , prime minister anders fogh rasmussen said wednesday .",denmark considers adding ### troops to afghan mission
"vice president lien chan and premier vincent siew joined thousands of people in taichung and taipei , respectively , in celebrations marking youth day , which fell on sunday .",vp lien premier siew join youth day celebrations
north korea said sunday that washington 's withdrawal from the anti- ballistic missile treaty is causing `` great apprehensions '' among the international community .,north korea shows moderate response to us abm withdrawal
brazilian president fernando henrique cardoso 's first major setback in congress could derail his further efforts at economic reform .,brazil 's cardoso suffers major setback to reform program
"police have arrested a man for alleged involvement in the oct. # bali bombings , bringing the number of suspects detained in the attack to four , a police spokesman said thursday .",indonesian police arrest one more suspect in oct. # bali bombings
"hong kong stocks went down ##.## points , or #.## percent , to open at ##,###.## on friday .",hong kong stocks open lower feb. ##
